f,m1,p1,m2,p2,m3,p3
5.817091e+02,2.340745e-01,-9.000000e+01,2.338304e-01,-9.000000e+01,2.337083e-01,-9.000000e+01
6.085745e+02,-1.581245e-01,-9.000000e+01,-1.583476e-01,-9.000000e+01,-1.584591e-01,-9.000000e+01
6.366805e+02,-5.503199e-01,-9.000000e+01,-5.505237e-01,-9.000000e+01,-5.506256e-01,-9.000000e+01
6.660846e+02,-9.425119e-01,-9.000000e+01,-9.426981e-01,-9.000000e+01,-9.427912e-01,-9.000000e+01
6.968467e+02,-1.334701e+00,-9.000000e+01,-1.334871e+00,-9.000000e+01,-1.334956e+00,-9.000000e+01
7.290295e+02,-1.726887e+00,-9.000000e+01,-1.727043e+00,-9.000000e+01,-1.727120e+00,-9.000000e+01
7.626986e+02,-2.119071e+00,-9.000000e+01,-2.119213e+00,-9.000000e+01,-2.119284e+00,-9.000000e+01
7.979226e+02,-2.511252e+00,-9.000000e+01,-2.511382e+00,-9.000000e+01,-2.511447e+00,-9.000000e+01
8.347734e+02,-2.903432e+00,-9.000000e+01,-2.903550e+00,-9.000000e+01,-2.903609e+00,-9.000000e+01
8.733262e+02,-3.295609e+00,-9.000000e+01,-3.295717e+00,-9.000000e+01,-3.295771e+00,-9.000000e+01
9.136594e+02,-3.687784e+00,-9.000000e+01,-3.687883e+00,-9.000000e+01,-3.687933e+00,-9.000000e+01
9.558553e+02,-4.079958e+00,-9.000000e+01,-4.080049e+00,-9.000000e+01,-4.080094e+00,-9.000000e+01
1.000000e+03,-4.472131e+00,-9.000000e+01,-4.472213e+00,-9.000000e+01,-4.472255e+00,-9.000000e+01
