t,r
2.913333e+01,4.972643e-02
2.916667e+01,4.972642e-02
2.920000e+01,4.972641e-02
2.923333e+01,4.972640e-02
2.926667e+01,4.972639e-02
2.930000e+01,4.972638e-02
2.933333e+01,4.972637e-02
2.936667e+01,4.972636e-02
2.940000e+01,4.972635e-02
2.943333e+01,4.972633e-02
2.946667e+01,4.972632e-02
2.950000e+01,4.972631e-02
2.953333e+01,4.972630e-02
2.956667e+01,4.972629e-02
2.960000e+01,4.972628e-02
2.963333e+01,4.972627e-02
2.966667e+01,4.972625e-02
2.970000e+01,4.972624e-02
2.973333e+01,4.972623e-02
2.976667e+01,4.972622e-02
2.980000e+01,4.972621e-02
2.983333e+01,4.972620e-02
2.986667e+01,4.972618e-02
2.990000e+01,4.972617e-02
2.993333e+01,4.972616e-02
2.996667e+01,4.972615e-02
3.000000e+01,4.972613e-02
